title,release_year,decade,primary_genre,budget_tier,budget,revenue,roi,imdb_rating,tomatometer_rating,audience_rating
Daylight,1996,1990s,Action,Blockbuster,80000000.0,159212469.0,99.01558625,6.0,27.0,37.0
The Frighteners,1996,1990s,Horror,High,30000000.0,29359216.0,-2.135946666666667,7.1,64.0,71.0
Lone Star,1996,1990s,Drama,Low,5000000.0,13269963.0,165.39926,7.4,94.0,83.0
Phenomenon,1996,1990s,Drama,High,32000000.0,152036382.0,375.11369375,6.5,50.0,59.0
She's the One,1996,1990s,Comedy,Low,3500000.0,9482579.0,170.93082857142855,6.0,61.0,41.0
A Time to Kill,1996,1990s,Crime,High,40000000.0,152266007.0,280.66501750000003,7.5,67.0,85.0
Fled,1996,1990s,Action,High,25000000.0,17193231.0,-31.227076,5.5,18.0,23.0
Joe's Apartment,1996,1990s,Fantasy,Mid,13000000.0,4619014.0,-64.46912307692307,5.5,19.0,42.0
The First Wives Club,1996,1990s,Comedy,High,26000000.0,116400000.0,347.6923076923077,6.5,50.0,68.0
Ransom,1996,1990s,Action,Blockbuster,80000000.0,309492681.0,286.86585125,6.7,75.0,62.0
Chain Reaction,1996,1990s,Action,Blockbuster,50000000.0,60209334.0,20.418668,5.7,18.0,27.0
Matilda,1996,1990s,Comedy,High,36000000.0,33459416.0,-7.0571777777777775,7.0,90.0,73.0
Emma,1996,1990s,Drama,Low,6000000.0,22231658.0,270.5276333333333,6.6,85.0,77.0
The Crow: City of Angels,1996,1990s,Action,Mid,13000000.0,17917287.0,37.82528461538461,4.6,12.0,40.0
Bordello of Blood,1996,1990s,Horror,Mid,15000000.0,5600000.0,-62.66666666666667,5.4,,
The Spitfire Grill,1996,1990s,Comedy,Low,6000000.0,12643776.0,110.7296,7.0,33.0,76.0
Escape from L.A.,1996,1990s,Action,Blockbuster,50000000.0,42277365.0,-15.44527,5.7,,
Basquiat,1996,1990s,Drama,Low,2962051.0,3011195.0,1.6591206565990928,6.9,68.0,77.0
Tin Cup,1996,1990s,Comedy,Blockbuster,45000000.0,53854588.0,19.676862222222223,6.4,71.0,65.0
Dingo,1991,1990s,Drama,Low,200000.0,300000.0,50.0,6.8,,
The Godfather,1972,1970s,Drama,Low,6000000.0,245066411.0,3984.4401833333336,9.2,98.0,98.0
Police Story 3: Supercop,1992,1990s,Action,Low,900000.0,20483423.0,2175.935888888889,7.0,,
Manny & Lo,1996,1990s,Drama,Low,500000.0,431326.0,-13.7348,6.6,,
Bound,1996,1990s,Crime,Low,4500000.0,7011317.0,55.80704444444444,7.3,89.0,82.0
The Relic,1997,1990s,Horror,Blockbuster,60000000.0,33956608.0,-43.40565333333333,5.8,36.0,34.0
The Island of Dr. Moreau,1996,1990s,Fantasy,High,40000000.0,49627779.0,24.0694475,4.6,56.0,40.0
Bulletproof,1996,1990s,Action,High,25000000.0,22611954.0,-9.552184,5.8,8.0,44.0
Halloween: The Curse of Michael Myers,1995,1990s,Horror,Low,5000000.0,15116634.0,202.33268,4.7,,
Singin' in the Rain,1952,1950s,Comedy,Low,2540800.0,7200000.0,183.3753148614609,8.3,100.0,95.0
An American in Paris,1951,1950s,Drama,Low,2723903.0,4500000.0,65.20412070473876,7.1,96.0,79.0
Breakfast at Tiffany's,1961,1960s,Comedy,Low,2500000.0,9500000.0,280.0,7.5,88.0,91.0
Vertigo,1958,1950s,Mystery,Low,2479000.0,28000000.0,1029.4876966518757,8.2,94.0,93.0
Rear Window,1954,1950s,Drama,Low,1000000.0,36764313.0,3576.4313,8.4,99.0,95.0
It Happened One Night,1934,1930s,Comedy,Low,325000.0,4500000.0,1284.6153846153848,8.1,98.0,93.0
North by Northwest,1959,1950s,Mystery,Low,4000000.0,13275000.0,231.875,8.3,99.0,94.0
The Apartment,1960,1960s,Comedy,Low,3000000.0,25000000.0,733.3333333333333,8.3,93.0,94.0
Some Like It Hot,1959,1950s,Comedy,Low,2883848.0,25000000.0,766.8972844615944,8.2,95.0,94.0
Charade,1963,1960s,Comedy,Low,4000000.0,13474588.0,236.86470000000003,7.8,94.0,92.0
Casablanca,1942,1940s,Drama,Low,878000.0,10462500.0,1091.6287015945331,8.5,99.0,95.0
The Maltese Falcon,1941,1940s,Mystery,Low,375000.0,1000000.0,166.66666666666669,7.9,100.0,91.0
My Fair Lady,1964,1960s,Drama,Mid,17000000.0,72070731.0,323.94547647058823,7.7,,
Sabrina,1954,1950s,Comedy,Low,2238813.0,10000000.0,346.66526413773727,7.6,92.0,89.0
Roman Holiday,1953,1950s,Comedy,Low,1500000.0,12000000.0,700.0,8.0,97.0,93.0
The Wizard of Oz,1939,1930s,Adventure,Low,2777000.0,33754967.0,1115.519157364062,8.1,98.0,89.0
Gone with the Wind,1939,1930s,Drama,Low,4000000.0,400176459.0,9904.411475,8.2,91.0,92.0
Sunset Boulevard,1950,1950s,Drama,Low,1752000.0,5000000.0,185.3881278538813,8.4,99.0,95.0
Citizen Kane,1941,1940s,Mystery,Low,839727.0,23217674.0,2664.9074044302497,8.2,100.0,90.0
2001: A Space Odyssey,1968,1960s,Science Fiction,Mid,10500000.0,68700000.0,554.2857142857142,8.3,92.0,89.0
All About Eve,1950,1950s,Drama,Low,1400000.0,63463.0,-95.46692857142855,8.2,99.0,94.0
The Women,1939,1930s,Comedy,Low,1688000.0,2270000.0,34.47867298578199,7.7,14.0,38.0
Rebecca,1940,1940s,Drama,Low,1288000.0,6000000.0,365.8385093167702,8.1,,
Notorious,1946,1940s,Thriller,Low,2000000.0,24464742.0,1123.2371,7.9,52.0,65.0
Spellbound,1945,1940s,Drama,Low,1500000.0,7000000.0,366.6666666666666,7.5,97.0,83.0
To Catch a Thief,1955,1950s,Crime,Low,2500000.0,8750000.0,250.0,7.4,96.0,84.0
Ninotchka,1939,1930s,Comedy,Low,1365000.0,2279000.0,66.95970695970695,7.8,97.0,89.0
The Adventures of Robin Hood,1938,1930s,Action,Low,2033000.0,3981000.0,95.81898671913429,7.9,100.0,89.0
Laura,1944,1940s,Drama,Low,1020000.0,2000000.0,96.07843137254902,7.9,100.0,90.0
Top Hat,1935,1930s,Comedy,Low,609000.0,3202000.0,425.7799671592775,7.7,100.0,91.0
Giant,1956,1950s,Action,Low,5400000.0,35000000.0,548.1481481481482,7.6,95.0,87.0
The Thin Man,1934,1930s,Comedy,Low,226408.0,1423000.0,528.5113600226141,7.9,97.0,93.0
Around the World in Eighty Days,1956,1950s,Adventure,Low,6000000.0,42000000.0,600.0,6.7,,
It's a Wonderful Life,1946,1940s,Drama,Low,3180000.0,9644124.0,203.27433962264152,8.6,94.0,95.0
Mr. Smith Goes to Washington,1939,1930s,Comedy,Low,1500000.0,9600000.0,540.0,8.1,96.0,94.0
Night of the Living Dead,1968,1960s,Horror,Low,114000.0,30000000.0,26215.789473684206,7.8,97.0,87.0
The African Queen,1951,1950s,Adventure,Low,1300000.0,10750000.0,726.9230769230769,7.7,98.0,86.0
Cat on a Hot Tin Roof,1958,1950s,Drama,Low,3000000.0,17570324.0,485.67746666666665,7.9,97.0,92.0
Maximum Risk,1996,1990s,Action,High,25000000.0,51702483.0,106.809932,5.6,31.0,34.0
Michael Collins,1996,1990s,Drama,High,28000000.0,16900000.0,-39.64285714285714,7.1,77.0,84.0
Last Man Standing,1996,1990s,Action,Blockbuster,67000000.0,47267001.0,-29.45223731343284,6.4,37.0,51.0
Set It Off,1996,1990s,Drama,Mid,9000000.0,41590886.0,362.1209555555556,6.9,68.0,90.0
Curdled,1996,1990s,Comedy,Low,2300000.0,49620.0,-97.84260869565216,5.9,17.0,58.0
Extreme Measures,1996,1990s,Drama,High,38000000.0,17380126.0,-54.26282631578947,6.2,56.0,40.0
The Chamber,1996,1990s,Crime,Blockbuster,50000000.0,22540359.0,-54.919282,6.0,12.0,39.0
"20,000 Leagues Under the Sea",1954,1950s,Adventure,Low,5000000.0,28200000.0,464.0,7.2,89.0,74.0
Cool Runnings,1993,1990s,Comedy,Mid,14000000.0,154864401.0,1006.1742928571427,7.0,76.0,81.0
Cinderella,1950,1950s,Family,Low,2900000.0,263591415.0,8989.359137931035,7.3,97.0,80.0
The Sword in the Stone,1963,1960s,Animation,Low,3000000.0,22182353.0,639.4117666666666,7.1,66.0,73.0
Robin Hood: Prince of Thieves,1991,1990s,Adventure,Blockbuster,48000000.0,390493908.0,713.5289750000001,6.9,51.0,72.0
Mary Poppins,1964,1960s,Comedy,Low,6000000.0,102272727.0,1604.54545,7.8,100.0,86.0
Dumbo,1941,1940s,Animation,Low,812000.0,1600000.0,97.04433497536948,7.2,98.0,70.0
Bedknobs and Broomsticks,1971,1970s,Adventure,High,20000000.0,17900000.0,-10.5,7.1,66.0,74.0
Alice in Wonderland,1951,1950s,Animation,Low,3000000.0,572000000.0,18966.666666666664,7.3,81.0,78.0
The Fox and the Hound,1981,1980s,Adventure,Mid,12000000.0,29800000.0,148.33333333333334,7.2,70.0,78.0
The Sound of Music,1965,1960s,Drama,Mid,8200000.0,286214286.0,3390.41812195122,8.1,83.0,91.0
Die Hard,1988,1980s,Action,High,28000000.0,140767956.0,402.7427,8.2,94.0,94.0
The Lawnmower Man,1992,1990s,Horror,Mid,10000000.0,32101000.0,221.01,5.5,34.0,31.0
Secrets & Lies,1996,1990s,Drama,Low,4500000.0,13417292.0,198.1620444444445,8.0,,
Surviving Picasso,1996,1990s,Drama,Mid,16000000.0,1985001.0,-87.59374375,6.3,32.0,60.0
The Long Kiss Goodnight,1996,1990s,Crime,Blockbuster,65000000.0,89456761.0,37.62578615384615,6.8,70.0,70.0
The Ghost and the Darkness,1996,1990s,Adventure,Blockbuster,50000000.0,75000000.0,50.0,6.8,49.0,75.0
Get on the Bus,1996,1990s,Drama,Low,2400000.0,5731103.0,138.79595833333337,6.9,89.0,71.0
Shadow Conspiracy,1997,1990s,Action,Blockbuster,45000000.0,2154540.0,-95.21213333333334,5.0,0.0,18.0
Jude,1996,1990s,Drama,Mid,7000000.0,405000.0,-94.21428571428572,6.9,81.0,73.0
Romeo + Juliet,1996,1990s,Drama,Mid,14500000.0,147298761.0,915.853524137931,6.7,72.0,77.0
Swingers,1996,1990s,Comedy,Low,200000.0,4505922.0,2152.961,7.2,87.0,89.0
Sleepers,1996,1990s,Crime,Blockbuster,44000000.0,165615285.0,276.398375,7.5,,
Willy Wonka & the Chocolate Factory,1971,1970s,Family,Low,3000000.0,4000000.0,33.33333333333333,7.8,,
Sleeper,1973,1970s,Comedy,Low,2000000.0,18344729.0,817.2364500000001,7.1,,
Bananas,1971,1970s,Comedy,Low,2000000.0,11833696.0,491.6848,6.9,82.0,74.0
A Fish Called Wanda,1988,1980s,Comedy,Mid,7500000.0,62493712.0,733.2494933333332,7.5,95.0,84.0
Life of Brian,1979,1970s,Comedy,Low,4000000.0,20045115.0,401.127875,8.0,,
The Great Race,1965,1960s,Adventure,Mid,12000000.0,25333333.0,111.11110833333332,7.2,74.0,83.0
Bonnie and Clyde,1967,1960s,Crime,Low,2500000.0,50700000.0,1928.0,7.7,88.0,88.0
Dial M for Murder,1954,1950s,Crime,Low,1400000.0,3000000.0,114.28571428571428,8.1,89.0,92.0
Dirty Dancing,1987,1980s,Drama,Low,6000000.0,213954274.0,3465.9045666666666,7.1,68.0,90.0
Reservoir Dogs,1992,1990s,Crime,Low,1200000.0,14661007.0,1121.7505833333337,8.3,92.0,94.0
Platoon,1986,1980s,Drama,Low,6000000.0,138530565.0,2208.8427500000003,8.1,88.0,93.0
Weekend at Bernie's,1989,1980s,Comedy,Mid,6500000.0,30218387.0,364.8982615384616,6.4,54.0,57.0
Basic Instinct,1992,1990s,Thriller,Blockbuster,49000000.0,352927224.0,620.2596408163265,7.1,53.0,63.0
The Doors,1991,1990s,Drama,High,38000000.0,34416893.0,-9.42922894736842,7.2,57.0,79.0
The Crying Game,1992,1990s,Romance,Low,3705538.0,62548947.0,1587.9855772630049,7.2,94.0,78.0
Glengarry Glen Ross,1992,1990s,Crime,Mid,12500000.0,10725228.0,-14.198176000000002,7.6,95.0,88.0
Sophie's Choice,1982,1980s,Drama,Mid,12000000.0,30036000.0,150.29999999999998,7.5,78.0,85.0
E.T. the Extra-Terrestrial,1982,1980s,Science Fiction,Mid,10500000.0,792965326.0,7452.050723809523,7.9,98.0,72.0
Days of Thunder,1990,1990s,Adventure,Blockbuster,60000000.0,157920733.0,163.20122166666667,6.1,38.0,60.0
Top Gun,1986,1980s,Action,Mid,15000000.0,356830601.0,2278.8706733333333,7.0,54.0,83.0
A Streetcar Named Desire,1951,1950s,Drama,Low,1800000.0,8000000.0,344.44444444444446,7.9,98.0,90.0
The Funeral,1996,1990s,Crime,Mid,12500000.0,1227324.0,-90.181408,6.6,,
The People vs. Larry Flynt,1996,1990s,Drama,High,36000000.0,20300385.0,-43.61004166666667,7.3,88.0,80.0
The Return of the Pink Panther,1975,1970s,Mystery,Low,5000000.0,41833347.0,736.6669400000001,7.0,84.0,82.0
Drop Dead Fred,1991,1990s,Comedy,Mid,6788000.0,13878334.0,104.45394814378317,6.0,11.0,77.0
The Abyss,1989,1980s,Adventure,Blockbuster,70000000.0,90000098.0,28.57156857142857,7.5,,
The Fog,1980,1980s,Horror,Low,1000000.0,21378361.0,2037.8361,6.8,4.0,19.0
Escape from New York,1981,1980s,Science Fiction,Low,6000000.0,50244700.0,737.4116666666666,7.1,86.0,77.0
The Howling,1981,1980s,Drama,Low,1000000.0,17985893.0,1698.5893,6.5,69.0,58.0
Monty Python and the Holy Grail,1975,1970s,Adventure,Low,400000.0,5028948.0,1157.237,8.1,97.0,95.0
Bad Moon,1996,1990s,Horror,Mid,7000000.0,1100000.0,-84.28571428571429,5.8,33.0,45.0
Delicatessen,1991,1990s,Comedy,Low,4000000.0,1794187.0,-55.145325,7.5,89.0,91.0
The English Patient,1996,1990s,Drama,High,27000000.0,231976425.0,759.1719444444444,7.4,85.0,83.0
My Left Foot: The Story of Christy Brown,1989,1980s,Drama,Low,645180.0,14743391.0,2185.159335379274,7.8,,
Strictly Ballroom,1992,1990s,Comedy,Low,3000000.0,33946224.0,1031.5408,7.2,93.0,87.0
Paris is Burning,1990,1990s,Documentary,Low,500000.0,3779620.0,655.924,8.2,98.0,88.0
One Flew Over the Cuckoo's Nest,1975,1970s,Drama,Low,3000000.0,108981275.0,3532.709166666667,8.6,94.0,96.0
The Empire Strikes Back,1980,1980s,Adventure,High,18000000.0,538400000.0,2891.1111111111118,8.7,,
The Princess Bride,1987,1980s,Adventure,Mid,16000000.0,30857814.0,92.8613375,8.0,97.0,94.0
Raiders of the Lost Ark,1981,1980s,Adventure,High,18000000.0,389925971.0,2066.2553944444444,8.4,95.0,96.0
Aliens,1986,1980s,Horror,High,18500000.0,183316455.0,890.8997567567567,8.4,97.0,94.0
"The Good, the Bad and the Ugly",1966,1960s,Western,Low,1200000.0,6000000.0,400.0,8.8,97.0,97.0
12 Angry Men,1957,1950s,Drama,Low,350000.0,1000000.0,185.7142857142857,9.0,92.0,87.0
Lawrence of Arabia,1962,1960s,Adventure,Mid,15000000.0,69995385.0,366.6359,8.3,98.0,93.0
A Clockwork Orange,1971,1970s,Science Fiction,Low,2200000.0,26589000.0,1108.590909090909,8.2,88.0,93.0
To Kill a Mockingbird,1962,1960s,Crime,Low,2000000.0,13129846.0,556.4923,8.2,92.0,92.0
Apocalypse Now,1979,1970s,Drama,High,31500000.0,89460381.0,184.0012095238095,8.4,98.0,94.0
Once Upon a Time in the West,1968,1960s,Western,Low,5000000.0,5321508.0,6.43016,8.5,95.0,95.0
Return of the Jedi,1983,1980s,Adventure,High,32350000.0,572700000.0,1670.32457496136,8.3,,
Wings of Desire,1987,1980s,Drama,Low,2500000.0,3200000.0,28.000000000000004,7.9,98.0,93.0
GoodFellas,1990,1990s,Drama,High,25000000.0,46836394.0,87.34557600000001,8.7,96.0,97.0
Alien,1979,1970s,Horror,Mid,11000000.0,104931801.0,853.9254636363637,8.5,98.0,94.0
Ran,1985,1980s,Action,Mid,11500000.0,4069653.0,-64.61171304347826,8.2,97.0,95.0
Psycho,1960,1960s,Drama,Low,806948.0,32000000.0,3865.559119051041,8.5,38.0,28.0
The Blues Brothers,1980,1980s,Music,High,27000000.0,115229890.0,326.7773703703704,7.9,84.0,92.0
The Godfather: Part II,1974,1970s,Drama,Mid,13000000.0,47542841.0,265.71416153846155,9.0,,
Full Metal Jacket,1987,1980s,Drama,Mid,17000000.0,46357676.0,172.6922117647059,8.2,92.0,94.0
Amadeus,1984,1980s,Drama,High,18000000.0,51973029.0,188.73905,8.4,93.0,95.0
Raging Bull,1980,1980s,Drama,High,18000000.0,23000000.0,27.77777777777778,8.1,93.0,93.0
Annie Hall,1977,1970s,Comedy,Low,4000000.0,38251425.0,856.285625,7.9,98.0,92.0
The Right Stuff,1983,1980s,Drama,High,27000000.0,21500000.0,-20.37037037037037,7.8,,
Das Boot,1981,1980s,Action,Mid,14000000.0,85000000.0,507.1428571428571,8.3,,
The Sting,1973,1970s,Comedy,Low,5500000.0,159616327.0,2802.115036363636,8.2,94.0,95.0
The Terminator,1984,1980s,Action,Mid,6400000.0,78371200.0,1124.55,8.1,100.0,89.0
Braindead,1992,1990s,Horror,Low,3000000.0,242623.0,-91.91256666666666,7.4,,
Glory,1989,1980s,War,High,18000000.0,26828365.0,49.04647222222222,7.8,93.0,93.0
Miller's Crossing,1990,1990s,Drama,Mid,14000000.0,5080409.0,-63.71136428571429,7.7,92.0,90.0
Dead Poets Society,1989,1980s,Drama,Mid,16400000.0,235860116.0,1338.17143902439,8.1,84.0,92.0
The Graduate,1967,1960s,Drama,Low,3000000.0,104945305.0,3398.176833333333,8.0,87.0,90.0
Touch of Evil,1958,1950s,Drama,Low,829000.0,2247465.0,171.10554885404102,7.9,95.0,92.0
The Bridge on the River Kwai,1957,1950s,Drama,Low,3000000.0,27200000.0,806.6666666666666,8.1,95.0,93.0
Chinatown,1974,1970s,Crime,Low,6000000.0,30000000.0,400.0,8.1,99.0,93.0
The Treasure of the Sierra Madre,1948,1940s,Action,Low,3800000.0,4307000.0,13.342105263157894,8.2,100.0,93.0
The Shining,1980,1980s,Horror,High,19000000.0,44017374.0,131.67038947368422,8.4,84.0,93.0
Stand by Me,1986,1980s,Crime,Mid,8000000.0,52287414.0,553.592675,8.1,91.0,94.0
Evil Dead II,1987,1980s,Horror,Low,3600000.0,5923044.0,64.529,7.7,,
The Great Escape,1963,1960s,Adventure,Low,4000000.0,11744471.0,193.611775,8.2,94.0,95.0
The Deer Hunter,1978,1970s,Drama,Mid,15000000.0,50000000.0,233.33333333333331,8.1,93.0,92.0
Groundhog Day,1993,1990s,Romance,Mid,14600000.0,70906973.0,385.664198630137,8.0,96.0,88.0
Unforgiven,1992,1990s,Western,Mid,14000000.0,159157447.0,1036.8389071428571,8.2,96.0,93.0
The Manchurian Candidate,1962,1960s,Mystery,Blockbuster,80000000.0,96105910.0,20.1323875,7.9,97.0,90.0
Back to the Future,1985,1980s,Adventure,High,19000000.0,381109762.0,1905.840852631579,8.5,96.0,94.0
Fried Green Tomatoes,1991,1990s,Drama,Mid,11000000.0,119418501.0,985.6227363636364,7.7,74.0,91.0
Patton,1970,1970s,Drama,Mid,12000000.0,89800000.0,648.3333333333334,7.9,94.0,93.0
Akira,1988,1980s,Science Fiction,Mid,8000000.0,553171.0,-93.0853625,8.0,90.0,90.0
Highlander,1986,1980s,Adventure,Mid,16000000.0,5900000.0,-63.125,7.0,69.0,79.0
Cool Hand Luke,1967,1960s,Crime,Low,3000000.0,16217773.0,440.5924333333333,8.0,100.0,95.0
Young Frankenstein,1974,1970s,Comedy,Low,2800000.0,86273333.0,2981.1904642857144,8.0,94.0,92.0
Night on Earth,1991,1990s,Comedy,Low,3500000.0,2015810.0,-42.40542857142857,7.7,75.0,91.0
The Great Dictator,1940,1940s,Comedy,Low,2000000.0,11000000.0,450.0,8.4,93.0,95.0
Fantasia,1940,1940s,Animation,Low,2280000.0,83320000.0,3554.385964912281,7.7,,
High Noon,1952,1950s,Western,Low,730000.0,8000000.0,995.890410958904,7.9,97.0,89.0
Ben-Hur,1959,1950s,Action,Mid,15000000.0,146900000.0,879.3333333333333,8.1,25.0,53.0
This Is Spinal Tap,1984,1980s,Comedy,Low,2500000.0,4736202.0,89.44807999999999,7.9,95.0,92.0
Indiana Jones and the Last Crusade,1989,1980s,Adventure,Blockbuster,48000000.0,474171806.0,887.8579291666666,8.2,88.0,94.0
Gandhi,1982,1980s,Drama,High,22000000.0,77737889.0,253.3540409090909,8.0,85.0,92.0
The Unbearable Lightness of Being,1988,1980s,Comedy,Mid,17000000.0,10006806.0,-41.136435294117646,7.2,85.0,84.0
A Room with a View,1985,1980s,Drama,Low,3000000.0,20966644.0,598.8881333333334,7.2,100.0,85.0
Pink Floyd: The Wall,1982,1980s,Music,Mid,12000000.0,22244207.0,85.36839166666667,8.0,,
The Killing Fields,1984,1980s,War,Mid,14400000.0,34700291.0,140.97424305555555,7.8,93.0,92.0
Forbidden Planet,1956,1950s,Adventure,Low,1900000.0,3250000.0,71.05263157894737,7.5,96.0,85.0
Butch Cassidy and the Sundance Kid,1969,1960s,History,Low,6000000.0,102308889.0,1605.1481500000002,8.0,90.0,92.0
"Paris, Texas",1984,1980s,Drama,Low,1746964.0,2181987.0,24.901657962041572,8.1,97.0,94.0
When Harry Met Sally...,1989,1980s,Comedy,Mid,16000000.0,92823546.0,480.1471625,7.7,,
Alien³,1992,1990s,Science Fiction,Blockbuster,50000000.0,159773545.0,219.54709000000005,6.4,,
An American Werewolf in London,1981,1980s,Horror,Mid,10000000.0,31973249.0,219.73249,7.5,87.0,85.0
The Birds,1963,1960s,Horror,Low,2500000.0,11403529.0,356.14116,7.6,95.0,83.0
Dracula,1992,1990s,Romance,High,40000000.0,215862692.0,439.65673,7.4,92.0,81.0
Candyman,1992,1990s,Drama,Low,6000000.0,25792310.0,329.87183333333337,6.7,75.0,62.0
Cape Fear,1991,1990s,Crime,High,35000000.0,182300000.0,420.8571428571428,7.3,100.0,86.0
Carrie,1976,1970s,Horror,Low,1800000.0,33800000.0,1777.7777777777778,7.4,93.0,77.0
A Nightmare on Elm Street,1984,1980s,Horror,Low,1800000.0,25504513.0,1316.9173888888888,7.4,94.0,83.0
The Omen,1976,1970s,Horror,Low,2800000.0,60922980.0,2075.820714285714,7.5,86.0,80.0
Star Trek: First Contact,1996,1990s,Science Fiction,Blockbuster,46000000.0,150000000.0,226.08695652173915,7.6,92.0,89.0
Sling Blade,1996,1990s,Drama,Low,1000000.0,24444121.0,2344.4121,8.0,96.0,92.0
Jingle All the Way,1996,1990s,Family,Blockbuster,60000000.0,129832389.0,116.387315,5.8,15.0,38.0
The Preacher's Wife,1996,1990s,Fantasy,High,40000000.0,48093211.0,20.2330275,5.7,60.0,52.0
Ridicule,1996,1990s,Comedy,Low,3000000.0,2503829.0,-16.539033333333332,7.3,,
101 Dalmatians,1996,1990s,Comedy,Blockbuster,54000000.0,320689294.0,493.86906296296297,5.8,98.0,76.0
Die Hard 2,1990,1990s,Action,Blockbuster,70000000.0,240031094.0,242.90156285714284,7.2,69.0,70.0
Star Trek: The Motion Picture,1979,1970s,Science Fiction,High,35000000.0,139000000.0,297.1428571428572,6.4,41.0,42.0
Star Trek VI: The Undiscovered Country,1991,1990s,Science Fiction,High,27000000.0,96900000.0,258.8888888888889,7.3,,
Star Trek V: The Final Frontier,1989,1980s,Science Fiction,High,30000000.0,70200000.0,134.0,5.5,,
Star Trek II: The Wrath of Khan,1982,1980s,Action,Mid,12000000.0,96800000.0,706.6666666666666,7.7,88.0,90.0
Star Trek III: The Search for Spock,1984,1980s,Science Fiction,High,18000000.0,87000000.0,383.33333333333337,6.7,,
Star Trek IV: The Voyage Home,1986,1980s,Science Fiction,High,24000000.0,133000000.0,454.1666666666667,7.3,,
Batman Returns,1992,1990s,Action,Blockbuster,80000000.0,280000000.0,250.0,7.1,80.0,73.0
Young Guns,1988,1980s,Crime,Mid,13000000.0,44726644.0,244.0511076923077,6.8,41.0,76.0
Grease,1978,1970s,Romance,Low,6000000.0,181813770.0,2930.2295,7.2,75.0,87.0
Grease 2,1982,1980s,Comedy,Mid,13200000.0,15171476.0,14.935424242424242,4.6,36.0,53.0
Marked for Death,1990,1990s,Action,Mid,12000000.0,46044400.0,283.7033333333333,5.9,20.0,50.0
Under Siege,1992,1990s,Action,High,35000000.0,156563139.0,347.32325428571426,6.5,79.0,62.0
Jaws,1975,1970s,Horror,Mid,7000000.0,470654000.0,6623.628571428571,8.1,98.0,90.0
Jaws 2,1978,1970s,Horror,High,20000000.0,187884007.0,839.420035,5.8,58.0,38.0
Jaws 3-D,1983,1980s,Thriller,High,20500000.0,87987055.0,329.20514634146343,3.8,,
Mars Attacks!,1996,1990s,Comedy,Blockbuster,70000000.0,101371017.0,44.81573857142857,6.4,54.0,53.0
Citizen Ruth,1996,1990s,Drama,Low,3000000.0,153155.0,-94.89483333333332,7.0,81.0,74.0
Jerry Maguire,1996,1990s,Comedy,Blockbuster,50000000.0,273552592.0,447.105184,7.3,,
Raising Arizona,1987,1980s,Comedy,Low,6000000.0,29180280.0,386.338,7.3,91.0,85.0
Marvin's Room,1996,1990s,Drama,High,23000000.0,12803305.0,-44.33345652173913,6.7,84.0,63.0
Scream,1996,1990s,Crime,Mid,14000000.0,173046663.0,1136.047592857143,7.4,78.0,79.0
The Last of the Mohicans,1992,1990s,Action,High,40000000.0,75505856.0,88.76464,7.6,93.0,88.0
Evita,1996,1990s,History,Blockbuster,55000000.0,141047179.0,156.44941636363637,6.3,63.0,68.0
Turbulence,1997,1990s,Action,Blockbuster,55000000.0,11466088.0,-79.15256727272727,5.0,17.0,19.0
Metro,1997,1990s,Action,Blockbuster,55000000.0,31987563.0,-41.84079454545454,5.6,15.0,27.0
Dante's Peak,1997,1990s,Action,Blockbuster,116000000.0,178127760.0,53.55841379310344,6.1,26.0,38.0
